card_number,set,set_card_number,player,team,notes,parallel
85,Base,85,Pascal Groß,Brighton & Hove Albion,,Yellow Mini-Diamonds /299
85,Base,85,Pascal Groß,Brighton & Hove Albion,,Yellow Sparkle /299
85,Base,85,Pascal Groß,Brighton & Hove Albion,,Purple Mini-Diamonds /199
85,Base,85,Pascal Groß,Brighton & Hove Albion,,Purple Sparkle /199
85,Base,85,Pascal Groß,Brighton & Hove Albion,,Blue /150
85,Base,85,Pascal Groß,Brighton & Hove Albion,,Blue Mini-Diamonds /150
85,Base,85,Pascal Groß,Brighton & Hove Albion,,Blue Sparkle /150
85,Base,85,Pascal Groß,Brighton & Hove Albion,,Green /99
85,Base,85,Pascal Groß,Brighton & Hove Albion,,Green Mini-Diamonds /99
85,Base,85,Pascal Groß,Brighton & Hove Albion,,Green Sparkle /99
85,Base,85,Pascal Groß,Brighton & Hove Albion,,Black & White /75
85,Base,85,Pascal Groß,Brighton & Hove Albion,,Black & White Mini-Diamonds /75
85,Base,85,Pascal Groß,Brighton & Hove Albion,,Black & White Sparkle /75
85,Base,85,Pascal Groß,Brighton & Hove Albion,,Gold /50
85,Base,85,Pascal Groß,Brighton & Hove Albion,,Gold Mini-Diamonds /50
85,Base,85,Pascal Groß,Brighton & Hove Albion,,Gold Sparkle /50
85,Base,85,Pascal Groß,Brighton & Hove Albion,,Netbuster /38
85,Base,85,Pascal Groß,Brighton & Hove Albion,,Orange /25
85,Base,85,Pascal Groß,Brighton & Hove Albion,,Orange Mini-Diamonds /25
85,Base,85,Pascal Groß,Brighton & Hove Albion,,Orange Sparkle /25
85,Base,85,Pascal Groß,Brighton & Hove Albion,,Black /10
85,Base,85,Pascal Groß,Brighton & Hove Albion,,Black Mini-Diamonds /10
85,Base,85,Pascal Groß,Brighton & Hove Albion,,Black Sparkle /10
85,Base,85,Pascal Groß,Brighton & Hove Albion,,Red /5
85,Base,85,Pascal Groß,Brighton & Hove Albion,,Red Mini-Diamonds /5
85,Base,85,Pascal Groß,Brighton & Hove Albion,,Red Sparkle /5
85,Base,85,Pascal Groß,Brighton & Hove Albion,,FoilFractor 1/1
86,Base,86,Kaoru Mitoma,Brighton & Hove Albion,,Base
86,Base,86,Kaoru Mitoma,Brighton & Hove Albion,,Blue Voltage
86,Base,86,Kaoru Mitoma,Brighton & Hove Albion,,Gold Rainbow Laser
86,Base,86,Kaoru Mitoma,Brighton & Hove Albion,,Green Voltage
86,Base,86,Kaoru Mitoma,Brighton & Hove Albion,,Pink Voltage
86,Base,86,Kaoru Mitoma,Brighton & Hove Albion,,PL
86,Base,86,Kaoru Mitoma,Brighton & Hove Albion,,Purple Voltage
86,Base,86,Kaoru Mitoma,Brighton & Hove Albion,,Yellow Voltage
86,Base,86,Kaoru Mitoma,Brighton & Hove Albion,,Aqua Sparkle /499
86,Base,86,Kaoru Mitoma,Brighton & Hove Albion,,Pink Mini-Diamonds /399
86,Base,86,Kaoru Mitoma,Brighton & Hove Albion,,Pink Sparkle /399
86,Base,86,Kaoru Mitoma,Brighton & Hove Albion,,Yellow Mini-Diamonds /299
86,Base,86,Kaoru Mitoma,Brighton & Hove Albion,,Yellow Sparkle /299
86,Base,86,Kaoru Mitoma,Brighton & Hove Albion,,Purple Mini-Diamonds /199
86,Base,86,Kaoru Mitoma,Brighton & Hove Albion,,Purple Sparkle /199
86,Base,86,Kaoru Mitoma,Brighton & Hove Albion,,Blue /150
86,Base,86,Kaoru Mitoma,Brighton & Hove Albion,,Blue Mini-Diamonds /150
86,Base,86,Kaoru Mitoma,Brighton & Hove Albion,,Blue Sparkle /150
86,Base,86,Kaoru Mitoma,Brighton & Hove Albion,,Green /99
86,Base,86,Kaoru Mitoma,Brighton & Hove Albion,,Green Mini-Diamonds /99
86,Base,86,Kaoru Mitoma,Brighton & Hove Albion,,Green Sparkle /99
86,Base,86,Kaoru Mitoma,Brighton & Hove Albion,,Black & White /75
86,Base,86,Kaoru Mitoma,Brighton & Hove Albion,,Black & White Mini-Diamonds /75
86,Base,86,Kaoru Mitoma,Brighton & Hove Albion,,Black & White Sparkle /75
86,Base,86,Kaoru Mitoma,Brighton & Hove Albion,,Gold /50
86,Base,86,Kaoru Mitoma,Brighton & Hove Albion,,Gold Mini-Diamonds /50
86,Base,86,Kaoru Mitoma,Brighton & Hove Albion,,Gold Sparkle /50
86,Base,86,Kaoru Mitoma,Brighton & Hove Albion,,Netbuster /38
86,Base,86,Kaoru Mitoma,Brighton & Hove Albion,,Orange /25
86,Base,86,Kaoru Mitoma,Brighton & Hove Albion,,Orange Mini-Diamonds /25
86,Base,86,Kaoru Mitoma,Brighton & Hove Albion,,Orange Sparkle /25
86,Base,86,Kaoru Mitoma,Brighton & Hove Albion,,Black /10
86,Base,86,Kaoru Mitoma,Brighton & Hove Albion,,Black Mini-Diamonds /10
86,Base,86,Kaoru Mitoma,Brighton & Hove Albion,,Black Sparkle /10
86,Base,86,Kaoru Mitoma,Brighton & Hove Albion,,Red /5
86,Base,86,Kaoru Mitoma,Brighton & Hove Albion,,Red Mini-Diamonds /5
86,Base,86,Kaoru Mitoma,Brighton & Hove Albion,,Red Sparkle /5
86,Base,86,Kaoru Mitoma,Brighton & Hove Albion,,FoilFractor 1/1
87,Base,87,Charalampos Kostoulas,Brighton & Hove Albion,,Base
87,Base,87,Charalampos Kostoulas,Brighton & Hove Albion,,Blue Voltage
87,Base,87,Charalampos Kostoulas,Brighton & Hove Albion,,Gold Rainbow Laser
87,Base,87,Charalampos Kostoulas,Brighton & Hove Albion,,Green Voltage
87,Base,87,Charalampos Kostoulas,Brighton & Hove Albion,,Pink Voltage
87,Base,87,Charalampos Kostoulas,Brighton & Hove Albion,,PL
87,Base,87,Charalampos Kostoulas,Brighton & Hove Albion,,Purple Voltage
87,Base,87,Charalampos Kostoulas,Brighton & Hove Albion,,Yellow Voltage
87,Base,87,Charalampos Kostoulas,Brighton & Hove Albion,,Aqua Sparkle /499
87,Base,87,Charalampos Kostoulas,Brighton & Hove Albion,,Pink Mini-Diamonds /399
87,Base,87,Charalampos Kostoulas,Brighton & Hove Albion,,Pink Sparkle /399
87,Base,87,Charalampos Kostoulas,Brighton & Hove Albion,,Yellow Mini-Diamonds /299
87,Base,87,Charalampos Kostoulas,Brighton & Hove Albion,,Yellow Sparkle /299
87,Base,87,Charalampos Kostoulas,Brighton & Hove Albion,,Purple Mini-Diamonds /199
87,Base,87,Charalampos Kostoulas,Brighton & Hove Albion,,Purple Sparkle /199
87,Base,87,Charalampos Kostoulas,Brighton & Hove Albion,,Blue /150
87,Base,87,Charalampos Kostoulas,Brighton & Hove Albion,,Blue Mini-Diamonds /150
87,Base,87,Charalampos Kostoulas,Brighton & Hove Albion,,Blue Sparkle /150
87,Base,87,Charalampos Kostoulas,Brighton & Hove Albion,,Green /99
87,Base,87,Charalampos Kostoulas,Brighton & Hove Albion,,Green Mini-Diamonds /99
87,Base,87,Charalampos Kostoulas,Brighton & Hove Albion,,Green Sparkle /99
87,Base,87,Charalampos Kostoulas,Brighton & Hove Albion,,Black & White /75
87,Base,87,Charalampos Kostoulas,Brighton & Hove Albion,,Black & White Mini-Diamonds /75
87,Base,87,Charalampos Kostoulas,Brighton & Hove Albion,,Black & White Sparkle /75
87,Base,87,Charalampos Kostoulas,Brighton & Hove Albion,,Gold /50
87,Base,87,Charalampos Kostoulas,Brighton & Hove Albion,,Gold Mini-Diamonds /50
87,Base,87,Charalampos Kostoulas,Brighton & Hove Albion,,Gold Sparkle /50
87,Base,87,Charalampos Kostoulas,Brighton & Hove Albion,,Netbuster /38
87,Base,87,Charalampos Kostoulas,Brighton & Hove Albion,,Orange /25
87,Base,87,Charalampos Kostoulas,Brighton & Hove Albion,,Orange Mini-Diamonds /25
87,Base,87,Charalampos Kostoulas,Brighton & Hove Albion,,Orange Sparkle /25
87,Base,87,Charalampos Kostoulas,Brighton & Hove Albion,,Black /10
87,Base,87,Charalampos Kostoulas,Brighton & Hove Albion,,Black Mini-Diamonds /10
87,Base,87,Charalampos Kostoulas,Brighton & Hove Albion,,Black Sparkle /10
87,Base,87,Charalampos Kostoulas,Brighton & Hove Albion,,Red /5
87,Base,87,Charalampos Kostoulas,Brighton & Hove Albion,,Red Mini-Diamonds /5
87,Base,87,Charalampos Kostoulas,Brighton & Hove Albion,,Red Sparkle /5
87,Base,87,Charalampos Kostoulas,Brighton & Hove Albion,,FoilFractor 1/1
88,Base,88,Danny Welbeck,Brighton & Hove Albion,,Base
88,Base,88,Danny Welbeck,Brighton & Hove Albion,,Blue Voltage
88,Base,88,Danny Welbeck,Brighton & Hove Albion,,Gold Rainbow Laser
88,Base,88,Danny Welbeck,Brighton & Hove Albion,,Green Voltage
88,Base,88,Danny Welbeck,Brighton & Hove Albion,,Pink Voltage
88,Base,88,Danny Welbeck,Brighton & Hove Albion,,PL
88,Base,88,Danny Welbeck,Brighton & Hove Albion,,Purple Voltage
88,Base,88,Danny Welbeck,Brighton & Hove Albion,,Yellow Voltage
88,Base,88,Danny Welbeck,Brighton & Hove Albion,,Aqua Sparkle /499
88,Base,88,Danny Welbeck,Brighton & Hove Albion,,Pink Mini-Diamonds /399
88,Base,88,Danny Welbeck,Brighton & Hove Albion,,Pink Sparkle /399
88,Base,88,Danny Welbeck,Brighton & Hove Albion,,Yellow Mini-Diamonds /299
88,Base,88,Danny Welbeck,Brighton & Hove Albion,,Yellow Sparkle /299
88,Base,88,Danny Welbeck,Brighton & Hove Albion,,Purple Mini-Diamonds /199
88,Base,88,Danny Welbeck,Brighton & Hove Albion,,Purple Sparkle /199
88,Base,88,Danny Welbeck,Brighton & Hove Albion,,Blue /150
88,Base,88,Danny Welbeck,Brighton & Hove Albion,,Blue Mini-Diamonds /150
88,Base,88,Danny Welbeck,Brighton & Hove Albion,,Blue Sparkle /150
88,Base,88,Danny Welbeck,Brighton & Hove Albion,,Green /99
88,Base,88,Danny Welbeck,Brighton & Hove Albion,,Green Mini-Diamonds /99
88,Base,88,Danny Welbeck,Brighton & Hove Albion,,Green Sparkle /99
88,Base,88,Danny Welbeck,Brighton & Hove Albion,,Black & White /75
88,Base,88,Danny Welbeck,Brighton & Hove Albion,,Black & White Mini-Diamonds /75
88,Base,88,Danny Welbeck,Brighton & Hove Albion,,Black & White Sparkle /75
88,Base,88,Danny Welbeck,Brighton & Hove Albion,,Gold /50
88,Base,88,Danny Welbeck,Brighton & Hove Albion,,Gold Mini-Diamonds /50
88,Base,88,Danny Welbeck,Brighton & Hove Albion,,Gold Sparkle /50
88,Base,88,Danny Welbeck,Brighton & Hove Albion,,Netbuster /38
88,Base,88,Danny Welbeck,Brighton & Hove Albion,,Orange /25
88,Base,88,Danny Welbeck,Brighton & Hove Albion,,Orange Mini-Diamonds /25
88,Base,88,Danny Welbeck,Brighton & Hove Albion,,Orange Sparkle /25
88,Base,88,Danny Welbeck,Brighton & Hove Albion,,Black /10
88,Base,88,Danny Welbeck,Brighton & Hove Albion,,Black Mini-Diamonds /10
88,Base,88,Danny Welbeck,Brighton & Hove Albion,,Black Sparkle /10
88,Base,88,Danny Welbeck,Brighton & Hove Albion,,Red /5
88,Base,88,Danny Welbeck,Brighton & Hove Albion,,Red Mini-Diamonds /5
88,Base,88,Danny Welbeck,Brighton & Hove Albion,,Red Sparkle /5
88,Base,88,Danny Welbeck,Brighton & Hove Albion,,FoilFractor 1/1
89,Base,89,Georginio Rutter,Brighton & Hove Albion,,Base
89,Base,89,Georginio Rutter,Brighton & Hove Albion,,Blue Voltage
89,Base,89,Georginio Rutter,Brighton & Hove Albion,,Gold Rainbow Laser
89,Base,89,Georginio Rutter,Brighton & Hove Albion,,Green Voltage
89,Base,89,Georginio Rutter,Brighton & Hove Albion,,Pink Voltage
89,Base,89,Georginio Rutter,Brighton & Hove Albion,,PL
89,Base,89,Georginio Rutter,Brighton & Hove Albion,,Purple Voltage
89,Base,89,Georginio Rutter,Brighton & Hove Albion,,Yellow Voltage
89,Base,89,Georginio Rutter,Brighton & Hove Albion,,Aqua Sparkle /499
89,Base,89,Georginio Rutter,Brighton & Hove Albion,,Pink Mini-Diamonds /399
89,Base,89,Georginio Rutter,Brighton & Hove Albion,,Pink Sparkle /399
89,Base,89,Georginio Rutter,Brighton & Hove Albion,,Yellow Mini-Diamonds /299
89,Base,89,Georginio Rutter,Brighton & Hove Albion,,Yellow Sparkle /299
89,Base,89,Georginio Rutter,Brighton & Hove Albion,,Purple Mini-Diamonds /199
89,Base,89,Georginio Rutter,Brighton & Hove Albion,,Purple Sparkle /199
89,Base,89,Georginio Rutter,Brighton & Hove Albion,,Blue /150
89,Base,89,Georginio Rutter,Brighton & Hove Albion,,Blue Mini-Diamonds /150
89,Base,89,Georginio Rutter,Brighton & Hove Albion,,Blue Sparkle /150
89,Base,89,Georginio Rutter,Brighton & Hove Albion,,Green /99
89,Base,89,Georginio Rutter,Brighton & Hove Albion,,Green Mini-Diamonds /99
89,Base,89,Georginio Rutter,Brighton & Hove Albion,,Green Sparkle /99
89,Base,89,Georginio Rutter,Brighton & Hove Albion,,Black & White /75
89,Base,89,Georginio Rutter,Brighton & Hove Albion,,Black & White Mini-Diamonds /75
89,Base,89,Georginio Rutter,Brighton & Hove Albion,,Black & White Sparkle /75
89,Base,89,Georginio Rutter,Brighton & Hove Albion,,Gold /50
89,Base,89,Georginio Rutter,Brighton & Hove Albion,,Gold Mini-Diamonds /50
89,Base,89,Georginio Rutter,Brighton & Hove Albion,,Gold Sparkle /50
89,Base,89,Georginio Rutter,Brighton & Hove Albion,,Netbuster /38
89,Base,89,Georginio Rutter,Brighton & Hove Albion,,Orange /25
89,Base,89,Georginio Rutter,Brighton & Hove Albion,,Orange Mini-Diamonds /25
89,Base,89,Georginio Rutter,Brighton & Hove Albion,,Orange Sparkle /25
89,Base,89,Georginio Rutter,Brighton & Hove Albion,,Black /10
89,Base,89,Georginio Rutter,Brighton & Hove Albion,,Black Mini-Diamonds /10
89,Base,89,Georginio Rutter,Brighton & Hove Albion,,Black Sparkle /10
89,Base,89,Georginio Rutter,Brighton & Hove Albion,,Red /5
89,Base,89,Georginio Rutter,Brighton & Hove Albion,,Red Mini-Diamonds /5
89,Base,89,Georginio Rutter,Brighton & Hove Albion,,Red Sparkle /5
89,Base,89,Georginio Rutter,Brighton & Hove Albion,,FoilFractor 1/1
90,Base,90,Yankuba Minteh,Brighton & Hove Albion,,Base
90,Base,90,Yankuba Minteh,Brighton & Hove Albion,,Blue Voltage
90,Base,90,Yankuba Minteh,Brighton & Hove Albion,,Gold Rainbow Laser
90,Base,90,Yankuba Minteh,Brighton & Hove Albion,,Green Voltage
90,Base,90,Yankuba Minteh,Brighton & Hove Albion,,Pink Voltage
90,Base,90,Yankuba Minteh,Brighton & Hove Albion,,PL
90,Base,90,Yankuba Minteh,Brighton & Hove Albion,,Purple Voltage
90,Base,90,Yankuba Minteh,Brighton & Hove Albion,,Yellow Voltage
90,Base,90,Yankuba Minteh,Brighton & Hove Albion,,Aqua Sparkle /499
90,Base,90,Yankuba Minteh,Brighton & Hove Albion,,Pink Mini-Diamonds /399
90,Base,90,Yankuba Minteh,Brighton & Hove Albion,,Pink Sparkle /399
90,Base,90,Yankuba Minteh,Brighton & Hove Albion,,Yellow Mini-Diamonds /299
90,Base,90,Yankuba Minteh,Brighton & Hove Albion,,Yellow Sparkle /299
90,Base,90,Yankuba Minteh,Brighton & Hove Albion,,Purple Mini-Diamonds /199
90,Base,90,Yankuba Minteh,Brighton & Hove Albion,,Purple Sparkle /199
90,Base,90,Yankuba Minteh,Brighton & Hove Albion,,Blue /150
90,Base,90,Yankuba Minteh,Brighton & Hove Albion,,Blue Mini-Diamonds /150
90,Base,90,Yankuba Minteh,Brighton & Hove Albion,,Blue Sparkle /150
90,Base,90,Yankuba Minteh,Brighton & Hove Albion,,Green /99
90,Base,90,Yankuba Minteh,Brighton & Hove Albion,,Green Mini-Diamonds /99
90,Base,90,Yankuba Minteh,Brighton & Hove Albion,,Green Sparkle /99
90,Base,90,Yankuba Minteh,Brighton & Hove Albion,,Black & White /75
90,Base,90,Yankuba Minteh,Brighton & Hove Albion,,Black & White Mini-Diamonds /75
90,Base,90,Yankuba Minteh,Brighton & Hove Albion,,Black & White Sparkle /75
90,Base,90,Yankuba Minteh,Brighton & Hove Albion,,Gold /50
90,Base,90,Yankuba Minteh,Brighton & Hove Albion,,Gold Mini-Diamonds /50
90,Base,90,Yankuba Minteh,Brighton & Hove Albion,,Gold Sparkle /50
90,Base,90,Yankuba Minteh,Brighton & Hove Albion,,Netbuster /38
90,Base,90,Yankuba Minteh,Brighton & Hove Albion,,Orange /25
90,Base,90,Yankuba Minteh,Brighton & Hove Albion,,Orange Mini-Diamonds /25
90,Base,90,Yankuba Minteh,Brighton & Hove Albion,,Orange Sparkle /25
90,Base,90,Yankuba Minteh,Brighton & Hove Albion,,Black /10
90,Base,90,Yankuba Minteh,Brighton & Hove Albion,,Black Mini-Diamonds /10
90,Base,90,Yankuba Minteh,Brighton & Hove Albion,,Black Sparkle /10
90,Base,90,Yankuba Minteh,Brighton & Hove Albion,,Red /5
90,Base,90,Yankuba Minteh,Brighton & Hove Albion,,Red Mini-Diamonds /5
90,Base,90,Yankuba Minteh,Brighton & Hove Albion,,Red Sparkle /5
90,Base,90,Yankuba Minteh,Brighton & Hove Albion,,FoilFractor 1/1
91,Base,91,Jorrel Hato,Chelsea,,Base
91,Base,91,Jorrel Hato,Chelsea,,Blue Voltage
91,Base,91,Jorrel Hato,Chelsea,,Gold Rainbow Laser
91,Base,91,Jorrel Hato,Chelsea,,Green Voltage
91,Base,91,Jorrel Hato,Chelsea,,Pink Voltage
91,Base,91,Jorrel Hato,Chelsea,,PL
91,Base,91,Jorrel Hato,Chelsea,,Purple Voltage
91,Base,91,Jorrel Hato,Chelsea,,Yellow Voltage
91,Base,91,Jorrel Hato,Chelsea,,Aqua Sparkle /499
91,Base,91,Jorrel Hato,Chelsea,,Pink Mini-Diamonds /399
91,Base,91,Jorrel Hato,Chelsea,,Pink Sparkle /399
91,Base,91,Jorrel Hato,Chelsea,,Yellow Mini-Diamonds /299
91,Base,91,Jorrel Hato,Chelsea,,Yellow Sparkle /299
91,Base,91,Jorrel Hato,Chelsea,,Purple Mini-Diamonds /199
91,Base,91,Jorrel Hato,Chelsea,,Purple Sparkle /199
91,Base,91,Jorrel Hato,Chelsea,,Blue /150
91,Base,91,Jorrel Hato,Chelsea,,Blue Mini-Diamonds /150
91,Base,91,Jorrel Hato,Chelsea,,Blue Sparkle /150
91,Base,91,Jorrel Hato,Chelsea,,Green /99
91,Base,91,Jorrel Hato,Chelsea,,Green Mini-Diamonds /99
91,Base,91,Jorrel Hato,Chelsea,,Green Sparkle /99
91,Base,91,Jorrel Hato,Chelsea,,Black & White /75
91,Base,91,Jorrel Hato,Chelsea,,Black & White Mini-Diamonds /75
91,Base,91,Jorrel Hato,Chelsea,,Black & White Sparkle /75
91,Base,91,Jorrel Hato,Chelsea,,Gold /50
91,Base,91,Jorrel Hato,Chelsea,,Gold Mini-Diamonds /50
91,Base,91,Jorrel Hato,Chelsea,,Gold Sparkle /50
91,Base,91,Jorrel Hato,Chelsea,,Netbuster /38
91,Base,91,Jorrel Hato,Chelsea,,Orange /25
91,Base,91,Jorrel Hato,Chelsea,,Orange Mini-Diamonds /25
91,Base,91,Jorrel Hato,Chelsea,,Orange Sparkle /25
91,Base,91,Jorrel Hato,Chelsea,,Black /10
91,Base,91,Jorrel Hato,Chelsea,,Black Mini-Diamonds /10
91,Base,91,Jorrel Hato,Chelsea,,Black Sparkle /10
91,Base,91,Jorrel Hato,Chelsea,,Red /5
91,Base,91,Jorrel Hato,Chelsea,,Red Mini-Diamonds /5
91,Base,91,Jorrel Hato,Chelsea,,Red Sparkle /5
91,Base,91,Jorrel Hato,Chelsea,,FoilFractor 1/1
92,Base,92,Reece James,Chelsea,,Base
92,Base,92,Reece James,Chelsea,,Blue Voltage
92,Base,92,Reece James,Chelsea,,Gold Rainbow Laser
92,Base,92,Reece James,Chelsea,,Green Voltage
92,Base,92,Reece James,Chelsea,,Pink Voltage
92,Base,92,Reece James,Chelsea,,PL
92,Base,92,Reece James,Chelsea,,Purple Voltage
92,Base,92,Reece James,Chelsea,,Yellow Voltage
92,Base,92,Reece James,Chelsea,,Aqua Sparkle /499
92,Base,92,Reece James,Chelsea,,Pink Mini-Diamonds /399
92,Base,92,Reece James,Chelsea,,Pink Sparkle /399
92,Base,92,Reece James,Chelsea,,Yellow Mini-Diamonds /299
92,Base,92,Reece James,Chelsea,,Yellow Sparkle /299
92,Base,92,Reece James,Chelsea,,Purple Mini-Diamonds /199
92,Base,92,Reece James,Chelsea,,Purple Sparkle /199
92,Base,92,Reece James,Chelsea,,Blue /150
92,Base,92,Reece James,Chelsea,,Blue Mini-Diamonds /150
92,Base,92,Reece James,Chelsea,,Blue Sparkle /150
92,Base,92,Reece James,Chelsea,,Green /99
92,Base,92,Reece James,Chelsea,,Green Mini-Diamonds /99
92,Base,92,Reece James,Chelsea,,Green Sparkle /99
92,Base,92,Reece James,Chelsea,,Black & White /75
92,Base,92,Reece James,Chelsea,,Black & White Mini-Diamonds /75
92,Base,92,Reece James,Chelsea,,Black & White Sparkle /75
92,Base,92,Reece James,Chelsea,,Gold /50
92,Base,92,Reece James,Chelsea,,Gold Mini-Diamonds /50
92,Base,92,Reece James,Chelsea,,Gold Sparkle /50
92,Base,92,Reece James,Chelsea,,Netbuster /38
92,Base,92,Reece James,Chelsea,,Orange /25
92,Base,92,Reece James,Chelsea,,Orange Mini-Diamonds /25
92,Base,92,Reece James,Chelsea,,Orange Sparkle /25
92,Base,92,Reece James,Chelsea,,Black /10
92,Base,92,Reece James,Chelsea,,Black Mini-Diamonds /10
92,Base,92,Reece James,Chelsea,,Black Sparkle /10
92,Base,92,Reece James,Chelsea,,Red /5
92,Base,92,Reece James,Chelsea,,Red Mini-Diamonds /5
92,Base,92,Reece James,Chelsea,,Red Sparkle /5
92,Base,92,Reece James,Chelsea,,FoilFractor 1/1
93,Base,93,Marc Cucurella,Chelsea,,Base
93,Base,93,Marc Cucurella,Chelsea,,Blue Voltage
93,Base,93,Marc Cucurella,Chelsea,,Gold Rainbow Laser
93,Base,93,Marc Cucurella,Chelsea,,Green Voltage
93,Base,93,Marc Cucurella,Chelsea,,Pink Voltage
93,Base,93,Marc Cucurella,Chelsea,,PL
93,Base,93,Marc Cucurella,Chelsea,,Purple Voltage
93,Base,93,Marc Cucurella,Chelsea,,Yellow Voltage
93,Base,93,Marc Cucurella,Chelsea,,Aqua Sparkle /499
93,Base,93,Marc Cucurella,Chelsea,,Pink Mini-Diamonds /399
93,Base,93,Marc Cucurella,Chelsea,,Pink Sparkle /399
93,Base,93,Marc Cucurella,Chelsea,,Yellow Mini-Diamonds /299
93,Base,93,Marc Cucurella,Chelsea,,Yellow Sparkle /299
93,Base,93,Marc Cucurella,Chelsea,,Purple Mini-Diamonds /199
93,Base,93,Marc Cucurella,Chelsea,,Purple Sparkle /199
93,Base,93,Marc Cucurella,Chelsea,,Blue /150
93,Base,93,Marc Cucurella,Chelsea,,Blue Mini-Diamonds /150
93,Base,93,Marc Cucurella,Chelsea,,Blue Sparkle /150
93,Base,93,Marc Cucurella,Chelsea,,Green /99
93,Base,93,Marc Cucurella,Chelsea,,Green Mini-Diamonds /99
93,Base,93,Marc Cucurella,Chelsea,,Green Sparkle /99
93,Base,93,Marc Cucurella,Chelsea,,Black & White /75
93,Base,93,Marc Cucurella,Chelsea,,Black & White Mini-Diamonds /75
93,Base,93,Marc Cucurella,Chelsea,,Black & White Sparkle /75
93,Base,93,Marc Cucurella,Chelsea,,Gold /50
93,Base,93,Marc Cucurella,Chelsea,,Gold Mini-Diamonds /50
93,Base,93,Marc Cucurella,Chelsea,,Gold Sparkle /50
93,Base,93,Marc Cucurella,Chelsea,,Netbuster /38
93,Base,93,Marc Cucurella,Chelsea,,Orange /25
93,Base,93,Marc Cucurella,Chelsea,,Orange Mini-Diamonds /25
93,Base,93,Marc Cucurella,Chelsea,,Orange Sparkle /25
93,Base,93,Marc Cucurella,Chelsea,,Black /10
93,Base,93,Marc Cucurella,Chelsea,,Black Mini-Diamonds /10
93,Base,93,Marc Cucurella,Chelsea,,Black Sparkle /10
93,Base,93,Marc Cucurella,Chelsea,,Red /5
93,Base,93,Marc Cucurella,Chelsea,,Red Mini-Diamonds /5
93,Base,93,Marc Cucurella,Chelsea,,Red Sparkle /5
93,Base,93,Marc Cucurella,Chelsea,,FoilFractor 1/1
94,Base,94,Malo Gusto,Chelsea,,Base
94,Base,94,Malo Gusto,Chelsea,,Blue Voltage
94,Base,94,Malo Gusto,Chelsea,,Gold Rainbow Laser
94,Base,94,Malo Gusto,Chelsea,,Green Voltage
94,Base,94,Malo Gusto,Chelsea,,Pink Voltage
94,Base,94,Malo Gusto,Chelsea,,PL
94,Base,94,Malo Gusto,Chelsea,,Purple Voltage
94,Base,94,Malo Gusto,Chelsea,,Yellow Voltage
94,Base,94,Malo Gusto,Chelsea,,Aqua Sparkle /499
94,Base,94,Malo Gusto,Chelsea,,Pink Mini-Diamonds /399
